Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,AMQ-4128,12613159,kahaDB journal file never gets reclaimed after broker process crash,,gilles.harloux,Major,Closed,Incomplete,23/Oct/12 15:46,05/Aug/13 18:45,
Bug,AMQ-4127,12613158,Disconnection problem,,anas,Major,Closed,Incomplete,23/Oct/12 15:35,09/Jan/13 16:38,
Bug,AMQ-4126,12613154,stomp+nio+ssl + jaasDualAuthenticationPlugin + certificate authentication fails,tabish,mpaladin,Major,Resolved,Fixed,23/Oct/12 15:15,07/Dec/15 17:18,
Bug,AMQ-4123,12613057,Improve MQTT Inactivity Monitoring,ceposta,ceposta,Minor,Resolved,Fixed,22/Oct/12 21:59,30/Oct/12 12:15,
Bug,AMQ-4122,12612994,Lease Database Locker failover broken,gtully,st.h,Major,Resolved,Fixed,22/Oct/12 16:07,06/Mar/14 09:05,
Bug,AMQ-4118,12612791,Index page overflow (when a value does not fit in a page) can lead to duplicate calls to free,gtully,gtully,Major,Resolved,Fixed,19/Oct/12 22:14,04/Jun/13 18:10,
Bug,AMQ-4117,12612789,MQTT Inactivity Monitor doesn't respect client keep alive setting.,tabish,tabish,Minor,Resolved,Fixed,19/Oct/12 21:40,16/Nov/12 10:03,
Bug,AMQ-4116,12612520,Memory usage is not cleared from the source queue when a message is moved to another queue over the VMTransport,tabish,stirlingc,Major,Resolved,Fixed,19/Oct/12 00:47,31/Jan/13 21:50,
Bug,AMQ-4115,12612404,Make sure there's no XSS in web demos,dejanb,dejanb,Major,Resolved,Fixed,18/Oct/12 10:04,23/Apr/13 08:16,
Bug,AMQ-4113,12612202,Active mq 5.7.0 doesn't start as a service on windows xp,,pdeville,Major,Closed,Duplicate,17/Oct/12 11:46,17/Oct/12 12:31,
Bug,AMQ-4111,12612155,Producer hang when tempStorage is full if enable flow control for non-persistent queue,,yydzero,Critical,Resolved,Not A Problem,17/Oct/12 06:08,15/Jan/13 16:31,
Bug,AMQ-4110,12612009,Web console can't send messages to the secured broker,dejanb,dejanb,Major,Resolved,Fixed,16/Oct/12 10:10,16/Oct/12 11:05,
Bug,AMQ-4109,12611940,Negative queue counters,mattrpav,mhahn,Major,Closed,Auto Closed,16/Oct/12 00:37,03/Mar/21 20:50,
Bug,AMQ-4108,12611903,Cannot receive 'ActiveMQ.Advisory.MasterBroker' messages when master dies and slave takes control,dejanb,ajcohen,Major,Resolved,Fixed,15/Oct/12 20:42,02/May/13 02:30,
Bug,AMQ-4107,12611796,Message order can be broken for Topic under a high load when topicPrefetch=1 and comsumer is slow,gtully,sdcf,Major,Resolved,Fixed,15/Oct/12 08:09,12/Jan/15 12:02,
Bug,AMQ-4106,12611754,STOMP+NIO and Heartbeats gives consistent InactivityIOException,tabish,gmallard,Major,Resolved,Fixed,14/Oct/12 14:22,23/Oct/12 19:16,
Bug,AMQ-4105,12611750,InactivityIOException exception leading to ServiceMix not functioning,,mithun_s,Critical,Closed,Incomplete,14/Oct/12 11:29,16/Jan/14 16:12,
Bug,AMQ-4104,12611702,STOMP 1.1 CONNECTED Frame has erroneously encoded headers,tabish,gmallard,Major,Resolved,Fixed,13/Oct/12 15:14,16/Oct/12 15:00,
Bug,AMQ-4103,12611624,LeaseDatabaseLocker can not be changed from 5 sec poll,gtully,jimkerwood,Critical,Resolved,Fixed,12/Oct/12 19:59,09/Nov/12 20:38,
Bug,AMQ-4102,12611505,error on topic hirarcy and mapping translation,,bistokdl,Major,Closed,Incomplete,12/Oct/12 11:29,04/Dec/12 23:28,
Bug,AMQ-4100,12610965,WebSocket connections not cleaned,dejanb,dejanb,Major,Resolved,Fixed,09/Oct/12 11:38,09/Oct/12 11:43,
Bug,AMQ-4099,12610964,[osgi] activemq-blueprint feature failed to install on Karaf 2.3.0,davsclaus,amarkevich,Minor,Resolved,Fixed,09/Oct/12 11:25,16/Oct/12 04:59,
Bug,AMQ-4098,12610936,ActiveMQ 5.7 - Misses some binary files in the release kit,tabish,davsclaus,Minor,Resolved,Fixed,09/Oct/12 06:33,10/Oct/12 15:32,
Bug,AMQ-4097,12610846,Broker-to-Broker Reconnect fails wrongly due to duplicate name,,ron.koerner,Major,Closed,Workaround,08/Oct/12 17:25,03/Mar/21 20:52,
Bug,AMQ-4095,12610807,Problem with STOMP NIO + SSL,tabish,mpaladin,Major,Resolved,Fixed,08/Oct/12 09:36,10/Oct/12 22:56,
Bug,AMQ-4094,12610580,offline durable subs with selectors can lead to page leaks in the index and bloat of db.data in kahadb,gtully,gtully,Major,Resolved,Fixed,05/Oct/12 15:04,05/Oct/12 19:07,
Bug,AMQ-4092,12610178,ConcurrentModificationException when using message groups,gtully,boday,Major,Resolved,Fixed,04/Oct/12 02:56,17/Sep/13 10:19,
Bug,AMQ-4090,12609962,Missing svn:ignores,,jgomes,Minor,Resolved,Fixed,02/Oct/12 18:56,02/Oct/12 19:28,
Bug,AMQ-4088,12609876,The perfharness-activemq.sh script has 5.0-SNAPSHOT as version number,davsclaus,davsclaus,Trivial,Resolved,Fixed,02/Oct/12 07:04,02/Oct/12 09:55,
Bug,AMQ-4086,12609776,Cannot connect to broker running on server with name ending with a dash,,hoi.lam,Major,Closed,Not A Problem,01/Oct/12 17:30,01/Oct/12 19:38,
Bug,AMQ-4084,12609462,Linux/Unix Files Have Incorrect EOL When Packaged,,jgomes,Minor,Resolved,Fixed,27/Sep/12 22:12,27/Sep/12 22:25,
Bug,AMQ-4083,12609287,Consumers in Client Ack sessions can fail to ack expired messages in some cases,tabish,tabish,Blocker,Resolved,Fixed,26/Sep/12 18:50,27/Sep/12 18:19,
Bug,AMQ-4081,12609193,favicon should be handled as binary file in assembly,davsclaus,davsclaus,Minor,Resolved,Fixed,26/Sep/12 08:27,26/Sep/12 08:28,
Bug,AMQ-4080,12609050,Integrate the Fusesource LevelDB module into the ActiveMQ build.,chirino,chirino,Major,Resolved,Fixed,25/Sep/12 14:31,25/Sep/12 14:51,
Bug,AMQ-4077,12609014,NullPointerException in BTreeNode.java line 110,,olegdulin,Major,Closed,Incomplete,25/Sep/12 11:44,13/May/13 22:28,
Bug,AMQ-4076,12609005,sizePrefixDisabled and/or maxFrameSize change in AcriveMq 5.6 broke FilePendingMessageCursor for big messages,gtully,gtully,Critical,Resolved,Fixed,25/Sep/12 10:50,25/Sep/12 11:40,
Bug,AMQ-4074,12608997,Hanging close thread ,,johancwheeler,Major,Closed,Cannot Reproduce,25/Sep/12 10:06,17/Dec/12 19:14,
Bug,AMQ-4073,12608943,Cannot shut down broker under certain conditions with schedule delivery and producer flow control,tabish,davaleri,Minor,Resolved,Fixed,24/Sep/12 23:13,05/Sep/13 19:59,
Bug,AMQ-4072,12608881,RESTful HTTP interface responses do not contain a correlation ID header,,steve.v,Major,Reopened,,24/Sep/12 14:41,28/Oct/15 09:52,
Bug,AMQ-4071,12608710,Restarting of persistent embedded broker causing Failed to fill batch error,,csantana@fitbit.com,Critical,Resolved,Won't Fix,21/Sep/12 23:01,28/Sep/12 18:53,
Bug,AMQ-4070,12608665,catstomp.rb does not work anymore,davsclaus,francescm,Trivial,Resolved,Fixed,21/Sep/12 17:08,25/Sep/12 11:01,
Bug,AMQ-4062,12607997,durableTopicPrefetch attribute in policyEntry in activemq.xml dont take effect,tabish,liuming,Minor,Resolved,Fixed,18/Sep/12 02:42,15/Nov/12 22:33,
Bug,AMQ-4058,12607893,http transport should remove options in uri,davsclaus,davsclaus,Minor,Resolved,Fixed,17/Sep/12 12:02,17/Sep/12 12:05,
Bug,AMQ-4052,12607848,"When consumers was killed and restarted frequently, some messages could not be consumed by consumer but they were still in pending messages.",,vivian58659,Major,Resolved,Fixed,17/Sep/12 03:23,21/Sep/12 08:05,
Bug,AMQ-4051,12607737,IOException: Could not locate data file .\db-10.log,,windeyu,Major,Closed,Cannot Reproduce,15/Sep/12 00:04,19/Aug/14 15:24,
Bug,AMQ-4050,12607666,Broker unable to distribute messages to consumers with NegativeArraySizeException loading message from JDBC Persistence,,elwallacejr,Major,Open,,14/Sep/12 16:00,09/Mar/15 11:02,
Bug,AMQ-4047,12607223,activemq-optional - Should include the JARs it needs,davsclaus,davsclaus,Minor,Resolved,Fixed,12/Sep/12 11:37,17/Sep/12 10:01,
Bug,AMQ-4046,12607221,Restarting a created broker (spring type) in Karaf causes Spring refresh issue,jbonofre,davsclaus,Minor,Open,,12/Sep/12 11:20,03/Oct/13 13:29,
Bug,AMQ-4044,12607057,Shutting down AcitveMQ broker started in foreground logs 2 times,davsclaus,davsclaus,Major,Resolved,Fixed,11/Sep/12 13:09,14/Sep/12 09:14,
Bug,AMQ-4043,12607054,Web demo - Receive a message page renders an error page,davsclaus,davsclaus,Minor,Resolved,Fixed,11/Sep/12 12:58,19/Sep/12 09:33,
Bug,AMQ-4042,12607052,Rest MessageServlet on osgi failes to start,davsclaus,jacobs,Major,Resolved,Invalid,11/Sep/12 12:45,11/Sep/12 12:54,
Bug,AMQ-4040,12607050,there are two queues with the same name,,lvmlvy,Minor,Closed,Duplicate,11/Sep/12 12:24,20/Sep/12 02:15,
Bug,AMQ-4037,12607041,"""TimeToLive"" doesn't work~!",,shamokuyuwpz,Minor,Closed,Incomplete,11/Sep/12 11:24,10/Oct/12 19:59,
Bug,AMQ-4036,12607038,consumer can't receive message,,lvmlvy,Major,Closed,Cannot Reproduce,11/Sep/12 11:14,01/Nov/12 14:26,
Bug,AMQ-4035,12606867,Null pointer in class KahaDBStore programmed,tabish,mtmvetter,Major,Resolved,Fixed,10/Sep/12 13:29,11/Sep/12 03:28,
Bug,AMQ-4033,12606761,AMQ Broker - Uses custom RMIServerSocketFactory class which cannot be unloaded due socket reuse,,davsclaus,Minor,Reopened,,09/Sep/12 08:38,22/Aug/14 12:49,
Bug,AMQ-4031,12606696,BrokerFactoryBean logs error when starting a non persistent broker,davsclaus,johno,Minor,Resolved,Fixed,08/Sep/12 00:09,19/Nov/12 11:41,
Bug,AMQ-4030,12606636,Tomcat7 with ActiveMQ-5.6 or ActiveMQ-5.7 starts with error,davsclaus,nimmi,Critical,Resolved,Not A Problem,07/Sep/12 18:11,12/Sep/12 09:03,
Bug,AMQ-4022,12606236,"Receiving event while disconnecting -> AMQ deadlock -> ""Already connected"" error",tabish,gabrielg,Major,Resolved,Fixed,05/Sep/12 12:37,19/Sep/12 09:13,
Bug,AMQ-4021,12606235,jdbc TransactionContext close does unnecessary checks on autocommit - revisit,,gtully,Major,Open,,05/Sep/12 12:36,05/Sep/12 12:36,
Bug,AMQ-4020,12606233,MessageStore IOExceptionHandler needs to deal in StoreExceptions,,gtully,Major,Open,,05/Sep/12 12:29,05/Sep/12 12:29,
Bug,AMQ-4017,12606100,Demand Forwarding Bridge uses value of asyncDispatch for advisory consumers,gtully,raulvk,Major,Resolved,Fixed,04/Sep/12 15:41,05/Sep/12 09:24,
Bug,AMQ-4007,12605548,BrokerService TempUsage and StoreUsage Default Values Are Incorrect,davsclaus,ldawson7777,Trivial,Resolved,Fixed,30/Aug/12 16:17,01/Sep/12 15:00,
Bug,AMQ-4002,12605353,Instance of BlobTransferPolicy and its URL are being shared among multiple messages,davsclaus,libert,Critical,Resolved,Fixed,29/Aug/12 08:37,08/Sep/12 11:38,
Bug,AMQ-4001,12605227,activemq karaf feature uses different commons-lang than pom,janstey,janstey,Major,Resolved,Fixed,28/Aug/12 13:57,28/Aug/12 14:03,
Bug,AMQ-4000,12605217,Durable subscription not getting unregistered on networked broker,ceposta,tmielke,Major,Resolved,Fixed,28/Aug/12 12:46,07/Oct/15 12:02,
Bug,AMQ-3999,12605205,"Unsubscribing durable subs can be blocked on calls to determine store size, contending with active subs",gtully,gtully,Major,Resolved,Fixed,28/Aug/12 11:36,28/Aug/12 12:08,
Bug,AMQ-3998,12605203,Incorrect reporting of pendingQueueSize of durable subs after reconnect with unacked,gtully,gtully,Major,Resolved,Fixed,28/Aug/12 11:28,02/May/13 02:29,
Bug,AMQ-3997,12605199,Memory leak in activemq-pool,gtully,davsclaus,Major,Resolved,Fixed,28/Aug/12 10:22,30/Aug/12 08:58,
Bug,AMQ-3996,12605185,NIO + SSL: Client certificates are null,tabish,francesco.romano,Major,Resolved,Fixed,28/Aug/12 07:52,23/Oct/12 15:20,
Bug,AMQ-3995,12605087,PListTest.testSerialAddIterate runs for over 30 minutes on Hudson nodes,tabish,kearls,Major,Resolved,Fixed,27/Aug/12 15:27,27/Aug/12 18:27,
Bug,AMQ-3994,12605079,DefaultDatabaseLocker will leak pooled connections on link failure,davsclaus,pbridger,Major,Resolved,Fixed,27/Aug/12 14:13,10/Sep/12 17:01,
Bug,AMQ-3993,12605058,NetworkBridge sometimes stops trying to reconnect after connection is lost,tabish,ron.koerner,Major,Resolved,Fixed,27/Aug/12 10:52,02/May/13 02:30,
Bug,AMQ-3992,12604917,Zero Prefetch consumers increment the Enqueue Counter when the pull times out,tabish,tabish,Minor,Resolved,Fixed,24/Aug/12 20:07,24/Aug/12 20:40,
Bug,AMQ-3990,12604717,Exceptions while launching activemq via init.d,,xbhanu,Major,Closed,Incomplete,24/Aug/12 06:01,29/Oct/12 20:39,
Bug,AMQ-3989,12604639,ActiveMQSslConnectionFactory.setKeyAndTrustManagers does not work with failover enabled using 5.7 snapshot Jars,gtully,bryce,Major,Resolved,Fixed,23/Aug/12 16:47,11/Sep/12 12:12,
Bug,AMQ-3988,12604624,PooledSession throw Exception at closing,davsclaus,harley,Minor,Resolved,Fixed,23/Aug/12 15:22,20/Nov/12 14:00,
Bug,AMQ-3987,12604614,"For JMSUsecaseTest, incompatible types found   : javax.jms.Message required: org.apache.activemq.Message ",,ceposta,Trivial,Closed,Not A Problem,23/Aug/12 14:00,23/Aug/12 14:19,
Bug,AMQ-3985,12604231,ActiveMQConnection temp advisory consumer should use asyncDispatch - can cause deadlock with slow consumers,gtully,gtully,Major,Resolved,Fixed,21/Aug/12 14:59,04/Sep/12 15:44,
Bug,AMQ-3982,12604063,Overlapping PList iterators can read wrong data or throw exceptions about chunk streams not existing.,tabish,tabish,Critical,Resolved,Fixed,20/Aug/12 15:18,04/Jun/13 18:10,
Bug,AMQ-3981,12603853,ActiveMQSslConnectionFactory.java now has apache commons dependency,tabish,bdwagne,Major,Resolved,Fixed,17/Aug/12 12:52,17/Aug/12 12:56,
Bug,AMQ-3979,12603714,AjaxServlet preventing Tomcat Container from shutting down.  ,dejanb,dejanb,Major,Resolved,Fixed,16/Aug/12 11:27,16/Aug/12 11:32,
Bug,AMQ-3977,12603625,receiveNoWait returns NULL when attempting to receive message from Virtual Topic,,badams,Major,Closed,Not A Problem,15/Aug/12 18:16,16/Aug/12 13:39,
Bug,AMQ-3976,12603564,ActiveMQMessageProducer::send uses == instead of equals to compare destinations,davsclaus,peshitz,Minor,Resolved,Fixed,15/Aug/12 09:57,08/Sep/12 10:27,
Bug,AMQ-3975,12603502,JNDI lookup for dynamic queues or topics containing slash character: wrong queue or topic returned,,chris.barrow,Minor,Open,,14/Aug/12 20:33,14/Aug/12 20:39,
Bug,AMQ-3974,12603501,JNDI lookup for dynamic queues or topics containing slash character: wrong type returned,,chris.barrow,Minor,Resolved,Duplicate,14/Aug/12 20:32,01/Sep/12 15:10,
Bug,AMQ-3973,12603436,data.db size is not included in calculation to monitor systemUsage settings,dejanb,dejanb,Major,Resolved,Fixed,14/Aug/12 12:33,14/Aug/12 13:17,
Bug,AMQ-3966,12602422,Messages get stuck in queue,,kaaveland,Critical,Open,,09/Aug/12 08:37,13/Aug/12 10:59,
Bug,AMQ-3965,12602250,Expired msgs not getting acked to broker causing consumer to fill up its prefetch and not getting more msgs.,tmielke,tmielke,Major,Resolved,Fixed,08/Aug/12 15:07,13/Aug/12 07:09,
Bug,AMQ-3962,12601450,Memory leak bacause of InactivityMonitor thread,davsclaus,sgri,Major,Resolved,Fixed,04/Aug/12 08:59,08/Sep/12 11:35,
Bug,AMQ-3961,12601445,Durable subscriber only receives part of the persisted messages on re-connect,tabish,andreasmattes,Major,Resolved,Fixed,03/Aug/12 23:56,17/Aug/12 12:48,
Bug,AMQ-3959,12601350,Memory leak caused by org.apache.activemq.util.StringArrayEditor,,sgri,Major,Closed,Duplicate,03/Aug/12 11:29,03/Sep/12 08:38,
Bug,AMQ-3958,12601338,META-INF/spring.schemas does not contain a reference to 5.6.0 schema,gtully,ajermakovics,Major,Resolved,Fixed,03/Aug/12 09:45,03/Aug/12 10:12,
Bug,AMQ-3956,12601046,KahaDB pagefile (db.data) steady growth - BTreeIndex page leak,gtully,gtully,Major,Resolved,Fixed,01/Aug/12 11:05,07/Mar/14 10:00,
Bug,AMQ-3955,12601039,WebSocket Transport - Race condition starting transport,dejanb,dejanb,Major,Resolved,Fixed,01/Aug/12 10:43,01/Aug/12 10:54,
Bug,AMQ-3954,12600832,Intended delivery mode for JMSUsecaseTest is not tested,tabish,ceposta,Trivial,Resolved,Fixed,31/Jul/12 12:51,31/Jul/12 15:51,
Bug,AMQ-3953,12600744,org.apache.activemq.util.URISupport.isCompositeURI doesn't work properly.,tabish,mikmela,Major,Resolved,Fixed,30/Jul/12 22:44,31/Jul/12 15:45,
Bug,AMQ-3952,12600675,ActiveMQ 5.5.1 Java API Reset Statistic reset everything,,nicolas.guyomar,Major,Resolved,Duplicate,30/Jul/12 15:37,30/Jul/12 17:59,
Bug,AMQ-3951,12600633,LDAP Connection Timeouts in CachedLDAPAuthorizationMap,,davaleri,Major,Closed,Duplicate,30/Jul/12 09:22,30/Jul/12 09:31,
Bug,AMQ-3948,12600391,Multiple consumers retrieving same message from ActiveMQ,,jroberts2309,Major,Resolved,Not A Problem,26/Jul/12 21:23,23/Aug/12 20:12,
Bug,AMQ-3946,12600383,JDBCMessagePriorityTest fails intermittently,,kearls,Minor,Closed,Cannot Reproduce,26/Jul/12 20:52,20/Aug/15 19:03,
Bug,AMQ-3943,12600164,"Connect to ActiveMQ server's jmx feature,but failed.",,shamokuyuwpz,Major,Resolved,Duplicate,25/Jul/12 13:56,26/Jul/12 13:29,
Bug,AMQ-3942,12600032,Certain messages do not expire in the embedded broker,tabish,byteflinger,Major,Closed,Cannot Reproduce,24/Jul/12 16:42,20/Sep/12 04:41,
Bug,AMQ-3941,12599896,master-slave failover leads to lost messages from DLQ,,amcdonne,Major,Closed,Won't Fix,23/Jul/12 20:20,29/Nov/12 21:38,
Bug,AMQ-3939,12599809,FailoverTransport never closes backup connections,tabish,ckiernan,Major,Resolved,Fixed,23/Jul/12 06:12,07/Aug/12 22:05,
Bug,AMQ-3938,12599291,Memory Leak w/Temporary Queues and JMX,,mpilone,Major,Closed,Not A Problem,18/Jul/12 16:22,02/Aug/12 22:44,
Bug,AMQ-3937,12599243,watchTopicAdvisories=false doesn't work when a consumer is subscribing to a composite topic,,martinchan,Major,Closed,Not A Problem,18/Jul/12 10:15,27/Jul/12 13:28,
Bug,AMQ-3936,12599162,activemq status return codes should be LSB compliant ,,benmathews,Major,Closed,Duplicate,17/Jul/12 19:58,17/Jul/12 20:47,
Bug,AMQ-3935,12599105,JConsole browse() function does not work if useCache=false,gtully,gtully,Major,Resolved,Fixed,17/Jul/12 12:07,17/Jul/12 12:16,
Bug,AMQ-3934,12599093,QueueViewMBean.getMessage throws NullPointerException when message not found,tabish,kaaveland,Minor,Resolved,Fixed,17/Jul/12 09:41,17/Jul/12 13:03,
Bug,AMQ-3932,12599029,"receiveNoWait hangs when broker is down, using failover and prefetch=0",tabish,amcdonne,Major,Resolved,Fixed,16/Jul/12 19:53,20/Jul/12 22:54,
Bug,AMQ-3931,12599007,Memory problems with large transactions,davsclaus,rvoliva,Major,Resolved,Not A Problem,16/Jul/12 17:55,19/Sep/12 12:13,
Bug,AMQ-3930,12599006,DataFileNotDeletedTest.testForDataFileNotDeletedTransacted() fails intermittently,,kearls,Minor,Resolved,Fixed,16/Jul/12 17:54,01/Nov/12 20:46,
Bug,AMQ-3929,12598971,STOMP multiple header handling incorrect per the 1.1 spec,tabish,chirino,Major,Resolved,Fixed,16/Jul/12 14:33,16/Jul/12 15:28,
Bug,AMQ-3928,12598922,message-id colons are inconsistently escaped  ,,holla2040,Major,Closed,Fixed,16/Jul/12 06:49,16/Jul/12 13:55,
Bug,AMQ-3927,12598921,can't connect to stomp protocol 1.1 using telnet,tabish,holla2040,Minor,Resolved,Fixed,16/Jul/12 06:36,16/Jul/12 13:50,
Bug,AMQ-3926,12598798,jms.redeliveryPolicy.redeliveryDelay and jms.redeliveryPolicy.initialRedeliveryDelay options cause a failure on startup,,beowulf,Critical,Closed,Not A Problem,14/Jul/12 08:55,17/Jul/12 13:05,
Bug,AMQ-3925,12598654,Advisory messages/topics not generated for ActiveMQ.Advisory.FULL or ActiveMQ.Advisory.FastProducer.Queue,gtully,jrr,Major,Resolved,Duplicate,13/Jul/12 01:48,13/Jul/12 15:50,
Bug,AMQ-3923,12598373,Webconsole should import javax.servlet.* too,dejanb,achim_nierbeck,Major,Resolved,Fixed,11/Jul/12 13:32,13/Jul/12 09:59,
Bug,AMQ-3922,12598365,HSQLDB support is broken as wrong data type is used in HsqldbJDBCAdapter.java,davsclaus,fredt,Minor,Resolved,Fixed,11/Jul/12 12:17,02/Apr/14 23:45,
Bug,AMQ-3921,12598292,Duplicated durable subscriptions after broker retart with option keepDurableSubsActive=true,tabish,tabish,Major,Resolved,Fixed,10/Jul/12 23:09,11/Jul/12 09:31,
Bug,AMQ-3920,12598189,Performance issue with delay policy in DestinationBridge.onMessage,tabish,ermakovs,Critical,Resolved,Fixed,10/Jul/12 14:28,10/Jul/12 20:09,
Bug,AMQ-3919,12598168,getDestinationMap does not return temp destinations,davsclaus,yrey,Minor,Resolved,Not A Problem,10/Jul/12 12:14,19/Sep/12 12:14,
Bug,AMQ-3915,12597753,JMX connector does not bind to a specific host when a connectHost is specified on the managementContext,dejanb,dejanb,Major,Resolved,Fixed,06/Jul/12 11:48,06/Jul/12 11:51,
Bug,AMQ-3912,12597236,"Durable subs store messages in error with broker attribute persistent=""false""",gtully,gtully,Minor,Resolved,Fixed,03/Jul/12 13:29,31/Jul/12 18:11,
Bug,AMQ-3911,12597138,Messages are not acknowelge and inflight count goes up till max memory is reached for topic,,alireza_tp,Blocker,Closed,Incomplete,03/Jul/12 11:38,22/Aug/12 19:10,
Bug,AMQ-3910,12597035,Send fails while using STOMP,,xbhanu,Major,Closed,Not A Problem,03/Jul/12 09:19,13/Jul/12 20:22,
Bug,AMQ-3909,12596730,Messages sometimes not received by active topic subscriptions,tabish,tabish,Major,Resolved,Fixed,02/Jul/12 19:36,02/Jul/12 19:38,
Bug,AMQ-3908,12596649,StompSslAuthTest.testSubscribeWithReceiptNotAuthorized() fails,tabish,kearls,Minor,Resolved,Fixed,02/Jul/12 13:36,02/Jul/12 14:28,
Bug,AMQ-3907,12596549,Restful HTTP MessageServlet causing trouble.  May be a garbage collection issue.,,steve.v,Critical,Closed,Fixed,01/Jul/12 22:32,20/Dec/13 21:09,
Bug,AMQ-3906,12596458,repeated error message regarding chunk stream logged,,rajib_rashid,Major,Closed,Incomplete,29/Jun/12 21:45,04/Jun/13 18:10,
Bug,AMQ-3905,12596399,Karaf: activemq:create-broker results in only locally visible broker,dejanb,jkindler,Minor,Resolved,Fixed,29/Jun/12 13:36,03/Sep/12 09:58,
Bug,AMQ-3903,12596260,"Failed to fire fast producer advisory, reason: java.lang.NullPointerException",gtully,faehne,Major,Resolved,Fixed,28/Jun/12 14:09,12/Jul/12 12:17,
Bug,AMQ-3899,12595897,XAQueueConnectionFactory is not able to create normal QueueConnections,,wjgerrit,Major,Closed,Won't Fix,26/Jun/12 11:49,05/Jul/12 17:56,
Bug,AMQ-3898,12595793,Server restart required after accessing via MQTT,rajdavies,freakent,Major,Closed,Incomplete,25/Jun/12 14:17,29/May/13 23:00,
Bug,AMQ-3897,12595626,Stomp 1.1 keep alive does not work with stomp+nio,tabish,ripienaar,Major,Resolved,Fixed,22/Jun/12 20:18,29/Jun/12 13:25,
Bug,AMQ-3896,12595604,AMQ3622Test throws NumberFormatException on ec2/ubuntu 10.04,tabish,kearls,Minor,Resolved,Fixed,22/Jun/12 16:03,22/Jun/12 18:15,
Bug,AMQ-3895,12595594,Broker sends a STOMP RECEIPT frame although the subscription fails,tabish,tabish,Minor,Resolved,Fixed,22/Jun/12 15:08,20/Dec/12 16:07,
Bug,AMQ-3892,12595448,NACKed Messages Are Not Available Later,,gmallard,Major,Closed,Not A Problem,21/Jun/12 16:22,22/Jun/12 20:48,
Bug,AMQ-3891,12595438,Durable subscribers receiving duplicate messages,tabish,eko,Critical,Resolved,Fixed,21/Jun/12 15:05,27/Jul/12 12:45,
Bug,AMQ-3889,12595083,Body Preview of BytesMessages change when browsed multiple times from QueueViewMbean,tabish,kaaveland,Minor,Resolved,Fixed,19/Jun/12 10:15,02/Oct/12 04:15,
Bug,AMQ-3887,12594957,Occasional Null Pointer Exception during NetworkConnector connection,gtully,ron.koerner,Major,Resolved,Fixed,18/Jun/12 16:02,21/Aug/12 11:26,
Bug,AMQ-3885,12593956,ActiveMQ java client doesn't scale to thousands of queues,dejanb,mzruya,Major,Resolved,Fixed,17/Jun/12 12:59,20/Jul/12 14:53,
Bug,AMQ-3884,12560735,add an example to demonstrate how nmr authorization work,,ffang,Major,Closed,Not A Problem,15/Jun/12 08:46,15/Jun/12 08:50,
Bug,AMQ-3882,12560700,Broker should not send advisories for slow consumers or fast producers if the destination in question is an advisory destination already.,tabish,tabish,Major,Resolved,Fixed,14/Jun/12 23:25,15/Jun/12 12:56,
Bug,AMQ-3881,12560673, Handy diagnostic script for troubleshooting ActiveMQ problems,gtully,gtully,Minor,Resolved,Fixed,14/Jun/12 18:31,28/Jun/12 15:59,
Bug,AMQ-3879,12560394,Temporary queues may be deleted by the wrong connection,tabish,dkulp,Major,Resolved,Fixed,12/Jun/12 20:14,02/May/13 02:30,
Bug,AMQ-3875,12559552,Client / NetworkBridge Connection blocks all communication at the transport when producer-flow-control reached,ceposta,artnaseef,Major,Open,,06/Jun/12 15:47,09/Jan/13 17:37,
Bug,AMQ-3874,12559520,Unable to destroy a durable subscription,,xbhanu,Major,Closed,Incomplete,06/Jun/12 12:03,07/Aug/12 18:46,
Bug,AMQ-3873,12558976,Occasional deadlock during startup,tabish,ron.koerner,Major,Resolved,Fixed,01/Jun/12 17:06,15/Jun/12 15:35,
Bug,AMQ-3872,12558941,"Implement ""exactly once"" delivery with JDBC and XA in the event of a failure post prepare",gtully,gtully,Major,Resolved,Fixed,01/Jun/12 11:23,01/Jun/12 14:39,
Bug,AMQ-3871,12558795,Problem in OrderPendingList can lead to message not being deliver after durable sub reconnect.,tabish,tabish,Major,Resolved,Fixed,31/May/12 15:03,02/May/13 02:29,
Bug,AMQ-3870,12558707,"ArrayIndexOutOfBoundsException when using Multi kahaDB (mKahaDB) adapter, per-destination adapters and Topics",,mccarl1978,Major,Closed,Duplicate,31/May/12 00:29,31/May/12 13:47,
Bug,AMQ-3868,12558569,ActiveMQ 5.6 - RAR deployment is not working on JBoss6,davsclaus,rjtokenlanring,Blocker,Resolved,Fixed,30/May/12 09:44,19/Sep/12 11:27,
Bug,AMQ-3867,12558533,Unable to delete messages whose original destination is virtual topic from web console,rajdavies,wangyin,Minor,Resolved,Fixed,30/May/12 03:34,08/Jun/12 16:53,
Bug,AMQ-3866,12558517,kahadb log files not getting cleaned up,,alvalps,Critical,Closed,Incomplete,30/May/12 00:16,23/Oct/12 15:49,
Bug,AMQ-3865,12558461,AjaxTest fails all tests due to line ending differences,,giles7777,Major,Resolved,Fixed,29/May/12 17:25,31/May/12 21:07,
Bug,AMQ-3863,12558315,XA session is returned twice to the pool,dejanb,dejanb,Major,Resolved,Fixed,28/May/12 08:48,28/May/12 09:29,
